sample	sex	biosample	population	population_name	superpopulation	superpopulation_name
HG01881	female	SAME1839193	ACB	African Caribbean	AFR	African Ancestry
HG01844	male	SAME123556	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG01886	female	SAME122847	ACB	African Caribbean	AFR	African Ancestry
HG01849	male	SAME125110	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG01925	female	SAME123786	PEL	Peruvian	AMR	American Ancestry
HG01851	female	SAME123753	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG01932	male	SAME123587	PEL	Peruvian	AMR	American Ancestry
HG02234	male	SAME1839367	IBS	Iberian	EUR	European Ancestry
HG01937	male	SAME123590	PEL	Peruvian	AMR	American Ancestry
HG02239	female	SAME1839420	IBS	Iberian	EUR	European Ancestry
HG01944	male	SAME124152	PEL	Peruvian	AMR	American Ancestry
HG02253	male	SAME1839347	PEL	Peruvian	AMR	American Ancestry
HG01893	female	SAME123027	PEL	Peruvian	AMR	American Ancestry
HG02258	male	SAME1839322	ACB	African Caribbean	AFR	African Ancestry
HG01898	female	SAME124383	PEL	Peruvian	AMR	American Ancestry
HG02260	female	SAME1839139	PEL	Peruvian	AMR	American Ancestry
HG01918	female	SAME123240	PEL	Peruvian	AMR	American Ancestry
HG02265	male	SAME1839117	PEL	Peruvian	AMR	American Ancestry
HG01920	male	SAME123789	PEL	Peruvian	AMR	American Ancestry
HG02188	female	SAME122829	CDX	Dai Chinese	EAS	East Asian Ancestry
HG01773	female	SAME124635	IBS	Iberian	EUR	European Ancestry
HG02190	female	SAME125259	CDX	Dai Chinese	EAS	East Asian Ancestry
HG01778	male	SAME124630	IBS	Iberian	EUR	European Ancestry
HG02215	female	SAME123904	GBR	British	EUR	European Ancestry
HG01780	male	SAME124428	IBS	Iberian	EUR	European Ancestry
HG02222	female	SAME123717	IBS	Iberian	EUR	European Ancestry
HG01785	male	SAME1839313	IBS	Iberian	EUR	European Ancestry
HG02145	male	SAME1839616	ACB	African Caribbean	AFR	African Ancestry
HG01817	female	SAME124522	CDX	Dai Chinese	EAS	East Asian Ancestry
HG02152	female	SAME124790	CDX	Dai Chinese	EAS	East Asian Ancestry
HG01843	female	SAME123553	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG02164	female	SAME124209	CDX	Dai Chinese	EAS	East Asian Ancestry
HG01848	female	SAME123548	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG02169	female	SAME1839233	CDX	Dai Chinese	EAS	East Asian Ancestry
HG01850	female	SAME123752	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG02176	female	SAME1839024	CDX	Dai Chinese	EAS	East Asian Ancestry
HG01855	female	SAME123749	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG02082	male	SAME124950	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG01982	male	SAME1840111	PEL	Peruvian	AMR	American Ancestry
HG02087	female	SAME124678	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG01987	male	SAME1840089	ACB	African Caribbean	AFR	African Ancestry
HG02102	female	SAME1840155	PEL	Peruvian	AMR	American Ancestry
HG01797	female	SAME124219	CDX	Dai Chinese	EAS	East Asian Ancestry
HG02107	male	SAME1840206	ACB	African Caribbean	AFR	African Ancestry
HG01800	female	SAME124306	CDX	Dai Chinese	EAS	East Asian Ancestry
HG02304	male	SAME1839548	PEL	Peruvian	AMR	American Ancestry
HG01805	female	SAME124301	CDX	Dai Chinese	EAS	East Asian Ancestry
HG02309	female	SAME1839525	ACB	African Caribbean	AFR	African Ancestry
HG01812	female	SAME124517	CDX	Dai Chinese	EAS	East Asian Ancestry
HG02316	male	SAME1839661	ACB	African Caribbean	AFR	African Ancestry
HG02081	female	SAME124826	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG02323	male	SAME1839440	ACB	African Caribbean	AFR	African Ancestry
HG02086	female	SAME124675	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG02330	male	SAME1839237	ACB	African Caribbean	AFR	African Ancestry
HG02106	female	SAME123875	PEL	Peruvian	AMR	American Ancestry
HG02121	female	SAME123479	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG02113	female	SAME124044	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG02126	female	SAME123477	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG02334	male	SAME1839307	ACB	African Caribbean	AFR	African Ancestry
HG02133	female	SAME1839882	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG02339	female	SAME1839288	ACB	African Caribbean	AFR	African Ancestry
HG02138	male	SAME123659	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG02353	male	SAME1840276	CDX	Dai Chinese	EAS	East Asian Ancestry
HG02140	female	SAME124612	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG02358	male	SAME1840334	CDX	Dai Chinese	EAS	East Asian Ancestry
HG02272	female	SAME1840314	PEL	Peruvian	AMR	American Ancestry
HG02360	male	SAME1840391	CDX	Dai Chinese	EAS	East Asian Ancestry
HG02277	male	SAME1840370	PEL	Peruvian	AMR	American Ancestry
HG02372	male	SAME1840258	CDX	Dai Chinese	EAS	East Asian Ancestry
HG02284	male	SAME1840168	ACB	African Caribbean	AFR	African Ancestry
HG02233	male	SAME1839370	IBS	Iberian	EUR	European Ancestry
HG02291	male	SAME1839948	PEL	Peruvian	AMR	American Ancestry
HG02238	male	SAME1839423	IBS	Iberian	EUR	European Ancestry
HG02347	male	SAME1839072	PEL	Peruvian	AMR	American Ancestry
HG02240	female	SAME1839481	IBS	Iberian	EUR	European Ancestry
HG02373	male	SAME124104	CDX	Dai Chinese	EAS	East Asian Ancestry
HG02252	female	SAME1839354	PEL	Peruvian	AMR	American Ancestry
HG02380	male	SAME1840045	CDX	Dai Chinese	EAS	East Asian Ancestry
HG02257	female	SAME1839326	ACB	African Caribbean	AFR	African Ancestry
HG02385	male	SAME1840006	CDX	Dai Chinese	EAS	East Asian Ancestry
HG02144	female	SAME1839624	ACB	African Caribbean	AFR	African Ancestry
HG02392	male	SAME1839776	CDX	Dai Chinese	EAS	East Asian Ancestry
HG02151	female	SAME1839403	CDX	Dai Chinese	EAS	East Asian Ancestry
HG02397	male	SAME123308	CDX	Dai Chinese	EAS	East Asian Ancestry
HG02156	female	SAME124793	CDX	Dai Chinese	EAS	East Asian Ancestry
HG02549	female	SAME1839917	ACB	African Caribbean	AFR	African Ancestry
HG02168	female	SAME1839240	CDX	Dai Chinese	EAS	East Asian Ancestry
HG02563	male	SAME1839824	GWD	Gambian Mandinka	AFR	African Ancestry
HG02170	female	SAME1839052	CDX	Dai Chinese	EAS	East Asian Ancestry
HG02568	female	SAME1839899	GWD	Gambian Mandinka	AFR	African Ancestry
HG02303	female	SAME124278	PEL	Peruvian	AMR	American Ancestry
HG02570	male	SAME1839582	GWD	Gambian Mandinka	AFR	African Ancestry
HG02308	female	SAME1839529	ACB	African Caribbean	AFR	African Ancestry
HG02575	male	SAME1839650	GWD	Gambian Mandinka	AFR	African Ancestry
HG02315	female	SAME1839666	ACB	African Caribbean	AFR	African Ancestry
HG02582	male	SAME1839431	GWD	Gambian Mandinka	AFR	African Ancestry
HG02322	female	SAME1839444	ACB	African Caribbean	AFR	African Ancestry
HG02587	female	SAME1839409	GWD	Gambian Mandinka	AFR	African Ancestry
HG02271	male	SAME1840319	PEL	Peruvian	AMR	American Ancestry
HG02594	male	SAME1839208	GWD	Gambian Mandinka	AFR	African Ancestry
HG02276	female	SAME1840373	PEL	Peruvian	AMR	American Ancestry
HG02599	male	SAME1839266	PJL	Punjabi	SAS	South Asian Ancestry
HG02283	male	SAME1840173	ACB	African Caribbean	AFR	African Ancestry
HG02784	female	SAME1839157	PJL	Punjabi	SAS	South Asian Ancestry
HG02288	male	SAME1840148	PEL	Peruvian	AMR	American Ancestry
HG02789	male	SAME1840280	PJL	Punjabi	SAS	South Asian Ancestry
HG02182	female	SAME125035	CDX	Dai Chinese	EAS	East Asian Ancestry
HG02791	male	SAME1840342	PJL	Punjabi	SAS	South Asian Ancestry
HG02187	female	SAME125038	CDX	Dai Chinese	EAS	East Asian Ancestry
HG02804	male	SAME1840084	GWD	Gambian Mandinka	AFR	African Ancestry
HG02219	male	SAME1839813	IBS	Iberian	EUR	European Ancestry
HG02809	female	SAME1840067	GWD	Gambian Mandinka	AFR	African Ancestry
HG02221	male	SAME123716	IBS	Iberian	EUR	European Ancestry
HG02811	female	SAME1839849	GWD	Gambian Mandinka	AFR	African Ancestry
HG02377	male	SAME1840228	CDX	Dai Chinese	EAS	East Asian Ancestry
HG02816	male	SAME1839822	GWD	Gambian Mandinka	AFR	African Ancestry
HG02384	male	SAME1840011	CDX	Dai Chinese	EAS	East Asian Ancestry
HG02455	male	SAME1840198	ACB	African Caribbean	AFR	African Ancestry
HG02389	male	SAME1840085	CDX	Dai Chinese	EAS	East Asian Ancestry
HG02462	female	SAME1839991	GWD	Gambian Mandinka	AFR	African Ancestry
HG02391	male	SAME1839784	CDX	Dai Chinese	EAS	East Asian Ancestry
HG02479	female	SAME1839798	ACB	African Caribbean	AFR	African Ancestry
HG02396	male	SAME125357	CDX	Dai Chinese	EAS	East Asian Ancestry
HG02481	male	SAME1839870	ACB	African Caribbean	AFR	African Ancestry
HG02120	male	SAME123480	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG02486	male	SAME1839558	ACB	African Caribbean	AFR	African Ancestry
HG02132	male	SAME1839889	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG02493	male	SAME1839704	PJL	Punjabi	SAS	South Asian Ancestry
HG02137	male	SAME1839862	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG02688	female	SAME1839358	PJL	Punjabi	SAS	South Asian Ancestry
HG02733	male	SAME1839874	PJL	Punjabi	SAS	South Asian Ancestry
HG02690	male	SAME1839088	PJL	Punjabi	SAS	South Asian Ancestry
HG02738	male	SAME1839560	PJL	Punjabi	SAS	South Asian Ancestry
HG02703	female	SAME1840142	GWD	Gambian Mandinka	AFR	African Ancestry
HG02757	female	SAME1839451	GWD	Gambian Mandinka	AFR	African Ancestry
HG02715	male	SAME1839987	GWD	Gambian Mandinka	AFR	African Ancestry
HG02764	male	SAME1839250	GWD	Gambian Mandinka	AFR	African Ancestry
HG02722	female	SAME1839747	GWD	Gambian Mandinka	AFR	African Ancestry
HG02769	female	SAME1839231	GWD	Gambian Mandinka	AFR	African Ancestry
HG02727	male	SAME1839727	PJL	Punjabi	SAS	South Asian Ancestry
HG02771	male	SAME1839045	GWD	Gambian Mandinka	AFR	African Ancestry
HG02602	male	SAME1840290	PJL	Punjabi	SAS	South Asian Ancestry
HG02776	female	SAME1839017	PJL	Punjabi	SAS	South Asian Ancestry
HG02614	female	SAME1840385	GWD	Gambian Mandinka	AFR	African Ancestry
HG02783	male	SAME1839162	PJL	Punjabi	SAS	South Asia 
HG02621	female	SAME1840187	GWD	Gambian Mandinka	AFR	African Ancestry
HG02461	male	SAME1839993	GWD	Gambian Mandinka	AFR	African Ancestry
HG02645	male	SAME1839774	GWD	Gambian Mandinka	AFR	African Ancestry
HG02466	male	SAME1839970	GWD	Gambian Mandinka	AFR	African Ancestry
HG02652	female	SAME1839541	PJL	Punjabi	SAS	South Asian Ancestry
HG02478	male	SAME1839801	ACB	African Caribbean	AFR	African Ancestry
HG02734	female	SAME1839869	PJL	Punjabi	SAS	South Asian Ancestry
HG02480	female	SAME1839876	ACB	African Caribbean	AFR	African Ancestry
HG02758	female	SAME1839448	GWD	Gambian Mandinka	AFR	African Ancestry
HG02485	female	SAME1839564	ACB	African Caribbean	AFR	African Ancestry
HG02760	female	SAME1839267	GWD	Gambian Mandinka	AFR	African Ancestry
HG02492	male	SAME1839610	PJL	Punjabi	SAS	South Asian Ancestry
HG02772	female	SAME1839039	GWD	Gambian Mandinka	AFR	African Ancestry
HG02788	female	SAME1840285	PJL	Punjabi	SAS	South Asian Ancestry
HG02657	male	SAME1839600	PJL	Punjabi	SAS	South Asian Ancestry
HG02790	female	SAME1840345	PJL	Punjabi	SAS	South Asia 
HG02676	female	SAME1839491	GWD	Gambian Mandinka	AFR	African Ancestry
HG02808	female	SAME1840069	GWD	Gambian Mandinka	AFR	African Ancestry
HG02683	female	SAME1839298	PJL	Punjabi	SAS	South Asian Ancestry
HG02810	male	SAME1839854	GWD	Gambian Mandinka	AFR	African Ancestry
HG02501	male	SAME1839281	ACB	African Caribbean	AFR	African Ancestry
HG02815	male	SAME1839829	GWD	Gambian Mandinka	AFR	African Ancestry
HG02513	female	SAME1839138	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG02555	female	SAME1840070	ACB	African Caribbean	AFR	African Ancestry
HG02525	female	SAME1840313	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG02562	female	SAME1839832	GWD	Gambian Mandinka	AFR	African Ancestry
HG02537	female	SAME1840165	ACB	African Caribbean	AFR	African Ancestry
HG02567	male	SAME1839905	GWD	Gambian Mandinka	AFR	African Ancestry
HG02405	male	SAME1839398	CDX	Dai Chinese	EAS	East Asian Ancestry
HG02574	female	SAME1839652	GWD	Gambian Mandinka	AFR	African Ancestry
HG02429	male	SAME1839021	ACB	African Caribbean	AFR	African Ancestry
HG02586	female	SAME1839414	GWD	Gambian Mandinka	AFR	African Ancestry
HG02436	male	SAME1839164	ACB	African Caribbean	AFR	African Ancestry
HG02601	female	SAME1840293	PJL	Punjabi	SAS	South Asian Ancestry
HG02450	female	SAME1840144	ACB	African Caribbean	AFR	African Ancestry
HG02613	male	SAME1840390	GWD	Gambian Mandinka	AFR	African Ancestry
HG02854	male	SAME1839336	GWD	Gambian Mandinka	AFR	African Ancestry
HG02620	male	SAME1840191	GWD	Gambian Mandinka	AFR	African Ancestry
HG02861	female	SAME1839125	GWD	Gambian Mandinka	AFR	African Ancestry
HG02625	male	SAME1840257	GWD	Gambian Mandinka	AFR	African Ancestry
HG02878	male	SAME1840363	GWD	Gambian Mandinka	AFR	African Ancestry
HG02644	male	SAME1839782	GWD	Gambian Mandinka	AFR	African Ancestry
HG02880	female	SAME1840090	GWD	Gambian Mandinka	AFR	African Ancestry
HG02649	female	SAME1839852	PJL	Punjabi	SAS	South Asian Ancestry
HG02885	female	SAME1840157	GWD	Gambian Mandinka	AFR	African Ancestry
HG02651	male	SAME1839544	PJL	Punjabi	SAS	South Asian Ancestry
HG02892	male	SAME1839935	GWD	Gambian Mandinka	AFR	African Ancestry
HG02656	male	SAME1839607	PJL	Punjabi	SAS	South Asian Ancestry
HG02897	female	SAME1839910	GWD	Gambian Mandinka	AFR	African Ancestry
HG02668	male	SAME1839377	GWD	Gambian Mandinka	AFR	African Ancestry
HG02924	male	SAME1839516	ESN	Esan	AFR	African Ancestry
HG02675	male	SAME1839495	GWD	Gambian Mandinka	AFR	African Ancestry
HG02943	female	SAME1839085	ESN	Esan	AFR	African Ancestry
HG02682	female	SAME1839300	PJL	Punjabi	SAS	South Asian Ancestry
HG02979	female	SAME1840209	ESN	Esan	AFR	African Ancestry
HG02687	male	SAME1839270	PJL	Punjabi	SAS	South Asian Ancestry
HG02981	male	SAME1840024	ESN	Esan	AFR	African Ancestry
HG02694	female	SAME1839065	PJL	Punjabi	SAS	South Asian Ancestry
HG03009	male	SAME1840256	BEB	Bengali	SAS	South Asian Ancestry
HG02699	male	SAME1839129	PJL	Punjabi	SAS	South Asian Ancestry
HG03016	female	SAME1839952	PJL	Punjabi	SAS	South Asian Ancestry
HG02702	male	SAME1840149	GWD	Gambian Mandinka	AFR	African Ancestry
HG03023	male	SAME1839797	PJL	Punjabi	SAS	South Asian Ancestry
HG02721	male	SAME1839749	GWD	Gambian Mandinka	AFR	African Ancestry
HG03028	female	SAME1839729	GWD	Gambian Mandinka	AFR	African Ancestry
HG02726	female	SAME1839732	PJL	Punjabi	SAS	South Asian Ancestry
HG03035	male	SAME1839573	GWD	Gambian Mandinka	AFR	African Ancestry
HG02497	female	SAME1839682	ACB	African Caribbean	AFR	African Ancestry
HG03047	female	SAME1839644	GWD	Gambian Mandinka	AFR	African Ancestry
HG02505	female	SAME1839351	ACB	African Caribbean	AFR	African Ancestry
HG03078	male	SAME1839047	MSL	Mende	AFR	African Ancestry
HG02512	male	SAME1839146	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG03080	female	SAME1840307	MSL	Mende	AFR	African Ancestry
HG02524	male	SAME1840317	KHV	Kinh Vietnamese	EAS	East Asian Ancestry
HG03085	female	SAME1840328	MSL	Mende	AFR	African Ancestry
HG02536	male	SAME1840172	ACB	African Caribbean	AFR	African Ancestry
HG03097	female	SAME1840130	MSL	Mende	AFR	African Ancestry
HG02409	male	SAME1839457	CDX	Dai Chinese	EAS	East Asian Ancestry
HG03100	male	SAME1840003	ESN	Esan	AFR	African Ancestry
HG02428	male	SAME1839027	ACB	African Caribbean	AFR	African Ancestry
HG03105	female	SAME1840041	ESN	Esan	AFR	African Ancestry
HG02442	male	SAME1840352	ACB	African Caribbean	AFR	African Ancestry
HG03237	male	SAME1839282	PJL	Punjabi	SAS	South Asian Ancestry
HG02839	male	SAME1839413	GWD	Gambian Mandinka	AFR	African Ancestry
HG03249	male	SAME1839183	GWD	Gambian Mandinka	AFR	African Ancestry
HG02841	female	SAME1839470	GWD	Gambian Mandinka	AFR	African Ancestry
HG03251	female	SAME1840266	GWD	Gambian Mandinka	AFR	African Ancestry
HG02853	male	SAME1839342	GWD	Gambian Mandinka	AFR	African Ancestry
HG03268	male	SAME1840093	ESN	Esan	AFR	African Ancestry
HG02860	male	SAME1839132	GWD	Gambian Mandinka	AFR	African Ancestry
HG03270	female	SAME1840194	ESN	Esan	AFR	African Ancestry
HG02884	male	SAME1840161	GWD	Gambian Mandinka	AFR	African Ancestry
HG03054	male	SAME1839507	MSL	Mende	AFR	African Ancestry
HG02889	female	SAME1840133	GWD	Gambian Mandinka	AFR	African Ancestry
HG03059	male	SAME1839443	MSL	Mende	AFR	African Ancestry
HG02891	female	SAME1839938	GWD	Gambian Mandinka	AFR	African Ancestry
HG03061	female	SAME1839215	MSL	Mende	AFR	African Ancestry
HG02896	female	SAME1839916	GWD	Gambian Mandinka	AFR	African Ancestry
HG03066	male	SAME1839324	MSL	Mende	AFR	African Ancestry
HG02923	male	SAME1839436	ESN	Esan	AFR	African Ancestry
HG03073	female	SAME1839019	MSL	Mende	AFR	African Ancestry
HG02942	male	SAME1839090	ESN	Esan	AFR	African Ancestry
HG03112	male	SAME1839893	ESN	Esan	AFR	African Ancestry
HG03212	female	SAME1839399	MSL	Mende	AFR	African Ancestry
HG03117	female	SAME1839821	ESN	Esan	AFR	African Ancestry
HG03224	male	SAME1839455	MSL	Mende	AFR	African Ancestry
HG03124	male	SAME1839669	ESN	Esan	AFR	African Ancestry
HG03229	female	SAME1839234	PJL	Punjabi	SAS	South Asian Ancestry
HG03129	female	SAME1839699	ESN	Esan	AFR	African Ancestry
HG03236	female	SAME1839276	PJL	Punjabi	SAS	South Asian Ancestry
HG03131	male	SAME1839368	ESN	Esan	AFR	African Ancestry
HG03248	male	SAME1839180	GWD	Gambian Mandinka	AFR	African Ancestry
HG03193	male	SAME1839909	ESN	Esan	AFR	African Ancestry
HG03250	female	SAME1840262	GWD	Gambian Mandinka	AFR	African Ancestry
HG03198	female	SAME1839933	ESN	Esan	AFR	African Ancestry
HG03027	male	SAME1839725	GWD	Gambian Mandinka	AFR	African Ancestry
HG03225	male	SAME1839460	MSL	Mende	AFR	African Ancestry
HG03034	female	SAME1839568	GWD	Gambian Mandinka	AFR	African Ancestry
HG03136	male	SAME1839387	ESN	Esan	AFR	African Ancestry
HG03039	male	SAME1839593	GWD	Gambian Mandinka	AFR	African Ancestry
HG03162	female	SAME1839112	ESN	Esan	AFR	African Ancestry
HG03041	female	SAME1839620	GWD	Gambian Mandinka	AFR	African Ancestry
HG03167	male	SAME1839135	ESN	Esan	AFR	African Ancestry
HG03046	female	SAME1839639	GWD	Gambian Mandinka	AFR	African Ancestry
HG02948	male	SAME1839153	ESN	Esan	AFR	African Ancestry
HG03053	female	SAME1839502	MSL	Mende	AFR	African Ancestry
HG02974	female	SAME1840241	ESN	Esan	AFR	African Ancestry
HG03058	female	SAME1839442	MSL	Mende	AFR	African Ancestry
HG03369	female	SAME1840078	ESN	Esan	AFR	African Ancestry
HG03060	male	SAME1839211	MSL	Mende	AFR	African Ancestry
HG03371	male	SAME1839712	ESN	Esan	AFR	African Ancestry
HG03065	male	SAME1839318	MSL	Mende	AFR	African Ancestry
HG03376	male	SAME1839736	MSL	Mende	AFR	African Ancestry
HG03072	male	SAME1839016	MSL	Mende	AFR	African Ancestry
HG03383	female	SAME1839583	MSL	Mende	AFR	African Ancestry
HG03077	male	SAME1839044	MSL	Mende	AFR	African Ancestry
HG03388	male	SAME1839524	MSL	Mende	AFR	African Ancestry
HG03084	male	SAME1840324	MSL	Mende	AFR	African Ancestry
HG03390	male	SAME1839632	MSL	Mende	AFR	African Ancestry
HG03091	female	SAME1840360	MSL	Mende	AFR	African Ancestry
HG03484	male	SAME1839393	MSL	Mende	AFR	African Ancestry
HG03096	male	SAME1840126	MSL	Mende	AFR	African Ancestry
HG03489	male	SAME1839494	PJL	Punjabi	SAS	South Asian Ancestry
HG02978	female	SAME1840216	ESN	Esan	AFR	African Ancestry
HG03491	female	SAME1839264	PJL	Punjabi	SAS	South Asian Ancestry
HG02980	male	SAME1840034	ESN	Esan	AFR	African Ancestry
HG03511	female	SAME1840131	ESN	Esan	AFR	African Ancestry
HG03008	male	SAME1840253	BEB	Bengali	SAS	South Asian Ancestry
HG03516	female	SAME1840160	ESN	Esan	AFR	African Ancestry
HG03015	male	SAME1839940	PJL	Punjabi	SAS	South Asian Ancestry
HG03617	female	SAME1840056	BEB	Bengali	SAS	South Asian Ancestry
HG03022	female	SAME1839795	PJL	Punjabi	SAS	South Asian Ancestry
HG03624	male	SAME1839709	PJL	Punjabi	SAS	South Asian Ancestry
HG03128	male	SAME1839692	ESN	Esan	AFR	African Ancestry
HG03629	male	SAME1839738	PJL	Punjabi	SAS	South Asian Ancestry
HG03130	male	SAME1839365	ESN	Esan	AFR	African Ancestry
HG03631	female	SAME1839855	PJL	Punjabi	SAS	South Asian Ancestry
HG03135	female	SAME1839385	ESN	Esan	AFR	African Ancestry
HG03636	male	SAME1839586	PJL	Punjabi	SAS	South Asian Ancestry
HG03159	female	SAME1839092	ESN	Esan	AFR	African Ancestry
HG03408	male	SAME1839071	MSL	Mende	AFR	African Ancestry
HG03161	male	SAME1839104	ESN	Esan	AFR	African Ancestry
HG03410	female	SAME1839182	MSL	Mende	AFR	African Ancestry
HG03104	female	SAME1840037	ESN	Esan	AFR	African Ancestry
HG03439	male	SAME1840213	MSL	Mende	AFR	African Ancestry
HG03109	male	SAME1839765	ESN	Esan	AFR	African Ancestry
